index,original_text,clean_text,sentiment,confidence,reasoning,keywords_detected,domain_relevance,quality_score,validation_issues,extraction_method,raw_response,timestamp
256,Warning : Hati-hati gaeess Sabtu 10 Februari 2024 prediksi BMKade akan terjadi fenomena penurunan kondisi tanah di Jakarta bagian Utara bagi warga yang ada di bagian pusat harap pegagan tiang bendera partainya masing-masing Eeeaa.... #AMINAjaDulu #PeaceForAll #kampanyedamai,warning hatihati gaeess sabtu februari prediksi bmkade akan terjadi fenomena penurunan kondisi tanah di jakarta bagian utara bagi warga yang ada di bagian pusat harap pegagan tiang bendera partainya masingmasing eeeaa aminajadulu peaceforall kampanyedamai,NEGATIVE,0.95,"The tweet expresses a warning about a predicted land subsidence issue in northern Jakarta, indicating concern and potential fear among residents. It uses phrases like 'warning', 'hatihati' (be cautious), and 'fenomena penurunan kondisi tanah' (land subsidence phenomenon), which align with negative sentiment categories such as 'kekhawatiran eksistensial Jakarta tenggelam' (existential fear of Jakarta sinking) and 'ketakutan kehilangan tempat tinggal/mata pencaharian' (fear of losing homes/livelihoods).","['warning', 'hatihati', 'fenomena penurunan kondisi tanah', 'warga', 'bagian utara', 'Pegagaan tiang bendera']",HIGH,1.0,[],JSON,"{
    ""sentiment"": ""NEGATIVE"",
    ""confidence"": 0.95,
    ""reasoning"": ""The tweet expresses a warning about a predicted land subsidence issue in northern Jakarta, indicating concern and potential fear among residents. It uses phrases like 'warning', 'hatihati' (be cautious), and 'fenomena penurunan kondisi tanah' (land subsidence phenomenon), which align with negative sentiment categories such as 'kekhawatiran eksistensial Jakarta tenggelam' (existential fear of Jakarta sinking) and 'ketakutan kehilangan tempat tinggal/mata pencaharian' (fear of losing homes/livelihoods)."",
    ""keywords_detected"": [""warning"", ""hatihati"", ""fenomena penurunan kondisi tanah"", ""warga"", ""bagian utara"", ""Pegagaan tiang bendera""],
    ""domain_relevance"": ""HIGH""
}",Thu Feb 08 12:07:39 +0000 2024
257,@hotairball0n @udinese_yeah @BolaBolaAja Konflik di masyarakat itu bukan karna menolak pembangunan tapi tanah mereka banyak yang ga di bayar oleh pemerintah Jakarta setelah ada sumur resapan penurunan tanah udh berkurang,konflik di masyarakat itu bukan karna menolak pembangunan tapi tanah mereka banyak yang ga di bayar oleh pemerintah jakarta setelah ada sumur resapan penurunan tanah udh berkurang,NEGATIVE,0.85,"The tweet expresses dissatisfaction with the government of Jakarta, indicating a negative sentiment. The user points out a conflict within the community not due to opposition to development but because the landowners have not been compensated by the Jakarta government after land subsidence and sinking caused the formation of a sunken area (sumur resapan). This suggests criticism of the government's handling of the issue, aligning with the 'NEGATIVE' category.","['konflik', 'masyarakat', 'pembangunan', 'tidak diberikan pembayaran', 'sumur resapan', 'penurunan tanah']",HIGH,1.0,[],JSON,"{
    ""sentiment"": ""NEGATIVE"",
    ""confidence"": 0.85,
    ""reasoning"": ""The tweet expresses dissatisfaction with the government of Jakarta, indicating a negative sentiment. The user points out a conflict within the community not due to opposition to development but because the landowners have not been compensated by the Jakarta government after land subsidence and sinking caused the formation of a sunken area (sumur resapan). This suggests criticism of the government's handling of the issue, aligning with the 'NEGATIVE' category."",
    ""keywords_detected"": [""konflik"", ""masyarakat"", ""pembangunan"", ""tidak diberikan pembayaran"", ""sumur resapan"", ""penurunan tanah""],
    ""domain_relevance"": ""HIGH""
}",Wed Feb 07 00:25:00 +0000 2024
258,Kalo IKN salah satu tujuan utamanya memang di buat untuk mengurangi beban Jakarta. Dimana Jakarta memang sudah kelebihan muatan sehingga lahan resapan air kurang macet yang tidak pernah teratasi hingga penurunan permukaan tanah. Jakarta Utara udah mulai tenggelem soalnya.,kalo ikn salah satu tujuan utamanya memang di buat untuk mengurangi beban jakarta dimana jakarta memang sudah kelebihan muatan sehingga lahan resapan air kurang macet yang tidak pernah teratasi hingga penurunan permukaan tanah jakarta utara udah mulai tenggelem soalnya,POSITIVE,0.95,"The tweet discusses the purpose of IKN (Industrial City of Kampung Inggris) in alleviating Jakarta's excessive load, acknowledging Jakarta's land subsidence issue. This indicates a positive sentiment as it recognizes the problem and supports the initiative to address it, showing optimism towards potential solutions.","['IKN', 'beban Jakarta', 'land subsidence']",HIGH,1.0,[],JSON,"{
    ""sentiment"": ""POSITIVE"",
    ""confidence"": 0.95,
    ""reasoning"": ""The tweet discusses the purpose of IKN (Industrial City of Kampung Inggris) in alleviating Jakarta's excessive load, acknowledging Jakarta's land subsidence issue. This indicates a positive sentiment as it recognizes the problem and supports the initiative to address it, showing optimism towards potential solutions."",
    ""keywords_detected"": [""IKN"", ""beban Jakarta"", ""land subsidence""],
    ""domain_relevance"": ""HIGH""
}",Tue Feb 06 11:12:20 +0000 2024
259,06/2. Tim JICA melaksanakan kunjungan ke PPS Nizam Zachman Jakarta dalam rangka pengecekan penurunan tanah di kawasan PPSNZJ. #25TahunKKP #SailBeyondWithBlueEconomy #2024KKPBeyond #DJPTBersinergi #PPSNZJBersih https://t.co/VlRITeERQ5,tim jica melaksanakan kunjungan ke pps nizam zachman jakarta dalam rangka pengecekan penurunan tanah di kawasan ppsnzj tahunkkp sailbeyondwithblueeconomy kkpbeyond djptbersinergi ppsnzjbersih,NEUTRAL,0.95,"The tweet discusses a technical inspection by the JICA team at PPS Nizam Zachman Jakarta to monitor land subsidence in specific areas. It focuses on the technical aspect without expressing positive or negative emotions, thus classified as neutral sentiment.","['tim jica', 'kunjungan', 'pengecekan', 'penurunan tanah', 'ppsnizam zachman jakarta']",HIGH,1.0,[],JSON,"{
    ""sentiment"": ""NEUTRAL"",
    ""confidence"": 0.95,
    ""reasoning"": ""The tweet discusses a technical inspection by the JICA team at PPS Nizam Zachman Jakarta to monitor land subsidence in specific areas. It focuses on the technical aspect without expressing positive or negative emotions, thus classified as neutral sentiment."",
    ""keywords_detected"": [""tim jica"", ""kunjungan"", ""pengecekan"", ""penurunan tanah"", ""ppsnizam zachman jakarta""],
    ""domain_relevance"": ""HIGH""
}",Tue Feb 06 08:40:29 +0000 2024
260,@UbahBareng @aniesbaswedan -solusi rob dan/atau penurunan tanah di Pantura terutama Semarang raya -cara perbaikan layanan publik spt transportasi pendidikan kesehatan di kota2 kalau nyontoh jakarta gimana bisa di daerah/kota2 dgn anggaran kecil? Kalau caranya tambah anggaran kendalinya gimana?,solusi rob danatau penurunan tanah di pantura terutama semarang raya cara perbaikan layanan publik spt transportasi pendidikan kesehatan di kota kalau nyontoh jakarta gimana bisa di daerahkota dgn anggaran kecil kalau caranya tambah anggaran kendalinya gimana,NEUTRAL,0.95,"The tweet discusses potential solutions for land subsidence, specifically mentioning the Rob and land reduction in Semarang as examples. It also touches on improving public services like transportation, education, and healthcare in cities dealing with similar issues, using Jakarta as a reference. The language used is factual and solution-oriented without expressing strong positive or negative emotions. It's more of an analytical comparison and suggestion rather than an emotional response.","['Rob', 'penurunan tanah', 'pantura', 'layanan publik', 'transportasi', 'pendidikan', 'kesehatan', 'Jakarta']",HIGH,1.0,[],JSON,"{
    ""sentiment"": ""NEUTRAL"",
    ""confidence"": 0.95,
    ""reasoning"": ""The tweet discusses potential solutions for land subsidence, specifically mentioning the Rob and land reduction in Semarang as examples. It also touches on improving public services like transportation, education, and healthcare in cities dealing with similar issues, using Jakarta as a reference. The language used is factual and solution-oriented without expressing strong positive or negative emotions. It's more of an analytical comparison and suggestion rather than an emotional response."",
    ""keywords_detected"": [""Rob"", ""penurunan tanah"", ""pantura"", ""layanan publik"", ""transportasi"", ""pendidikan"", ""kesehatan"", ""Jakarta""],
    ""domain_relevance"": ""HIGH""
}",Sun Feb 04 09:41:19 +0000 2024
261,@PKSejahtera Terus pks punya solusi apa untuk menanggulangi masalah penurunan permukaan tanah di jakarta karena penyedotan air tanah yang masif?,terus pks punya solusi apa untuk menanggulangi masalah penurunan permukaan tanah di jakarta karena penyedotan air tanah yang masif,NEGATIVE,0.85,"The tweet expresses dissatisfaction with the current solutions to address Jakarta's land subsidence problem, specifically mentioning 'penanggulan' (reclamation) and 'penyedotan air tanah yang masif' (massive groundwater extraction). This indicates a negative sentiment towards the effectiveness of existing measures.","['penanggulan', 'penyedotan air tanah', 'masif', 'solusi']",HIGH,1.0,[],JSON,"{
    ""sentiment"": ""NEGATIVE"",
    ""confidence"": 0.85,
    ""reasoning"": ""The tweet expresses dissatisfaction with the current solutions to address Jakarta's land subsidence problem, specifically mentioning 'penanggulan' (reclamation) and 'penyedotan air tanah yang masif' (massive groundwater extraction). This indicates a negative sentiment towards the effectiveness of existing measures."",
    ""keywords_detected"": [""penanggulan"", ""penyedotan air tanah"", ""masif"", ""solusi""],
    ""domain_relevance"": ""HIGH""
}",Sun Feb 04 00:57:16 +0000 2024
262,Kantor RW 11 Kelurahan Kelapa Gading Timur Jakarta Utara ambruk diduga akibat tanah ambles. https://t.co/2dVZqwrSJL,kantor rw kelurahan kelapa gading timur jakarta utara ambruk diduga akibat tanah ambles,NEGATIVE,0.95,"The tweet expresses concern over the damage to a neighborhood office due to subsidence, indicating a negative sentiment towards the issue of Jakarta's land subsidence. The use of 'ambruk' (collapsed) and 'tanah ambles' (sinking land) suggests dissatisfaction and worry about the effects of land subsidence.","['kantor', 'rw', 'kelurahan', 'kelapa gading timur', 'jakarta utara', 'ambruk', 'tanah ambles']",HIGH,1.0,[],JSON,"{
    ""sentiment"": ""NEGATIVE"",
    ""confidence"": 0.95,
    ""reasoning"": ""The tweet expresses concern over the damage to a neighborhood office due to subsidence, indicating a negative sentiment towards the issue of Jakarta's land subsidence. The use of 'ambruk' (collapsed) and 'tanah ambles' (sinking land) suggests dissatisfaction and worry about the effects of land subsidence."",
    ""keywords_detected"": [""kantor"", ""rw"", ""kelurahan"", ""kelapa gading timur"", ""jakarta utara"", ""ambruk"", ""tanah ambles""],
    ""domain_relevance"": ""HIGH""
}",Thu Feb 01 02:21:06 +0000 2024
263,@jujunaedi46 @thedufresne Betul alasan awal nya kan karna Jakarta mau tenggelam ya sekarang penurunan tanah nya udah melambat karna air tanah udah mulai terisi lagi karna sumur resapan jadi masih bisa di pending lah yaa toh masih banyak yang urgent dibanding buat istana presiden wkwkwk,betul alasan awal nya kan karna jakarta mau tenggelam ya sekarang penurunan tanah nya udah melambat karna air tanah udah mulai terisi lagi karna sumur resapan jadi masih bisa di pending lah yaa toh masih banyak yang urgent dibanding buat istana presiden wkwkwk,NEGATIVE,0.85,"The tweet expresses concern about Jakarta's subsidence issue, mentioning slowed land sinking due to filled sinkholes and the urgency of the situation, which aligns with the negative sentiment category focusing on worries and criticisms related to Jakarta's subsidence problem.","['tenggelam', 'penurunan tanah', 'sumur resapan', 'urgent']",HIGH,1.0,[],JSON,"{
    ""sentiment"": ""NEGATIVE"",
    ""confidence"": 0.85,
    ""reasoning"": ""The tweet expresses concern about Jakarta's subsidence issue, mentioning slowed land sinking due to filled sinkholes and the urgency of the situation, which aligns with the negative sentiment category focusing on worries and criticisms related to Jakarta's subsidence problem."",
    ""keywords_detected"": [""tenggelam"", ""penurunan tanah"", ""sumur resapan"", ""urgent""],
    ""domain_relevance"": ""HIGH""
}",Wed Jan 31 15:40:49 +0000 2024
264,@Ndons_Back Ndon pertanyaan nya banjir di jakarta itu pernah kgk teratasin 100% dari mulai jaman belanda sampai skrg. Dengan penurunan tanah yg cukup drastis? 2017 - 2022 pernah banjir sampai berhari2 di jalan protokol ? Atau di rumah penduduk atau titik banjir nya makin banyak atau tdk?,ndon pertanyaan nya banjir di jakarta itu pernah kgk teratasin dari mulai jaman belanda sampai skrg dengan penurunan tanah yg cukup drastis pernah banjir sampai berhari di jalan protokol atau di rumah penduduk atau titik banjir nya makin banyak atau tdk,NEGATIVE,0.95,"The tweet expresses concern about the drastic land subsidence in Jakarta leading to severe flooding, mentioning historical issues and current drastic subsidence rates. This indicates a negative sentiment due to the persistent problem and its escalating impact on residents' lives.","['banjir', 'subsidensi tanah', 'masyarakat', 'masih terjadi']",HIGH,1.0,[],JSON,"{
    ""sentiment"": ""NEGATIVE"",
    ""confidence"": 0.95,
    ""reasoning"": ""The tweet expresses concern about the drastic land subsidence in Jakarta leading to severe flooding, mentioning historical issues and current drastic subsidence rates. This indicates a negative sentiment due to the persistent problem and its escalating impact on residents' lives."",
    ""keywords_detected"": [""banjir"", ""subsidensi tanah"", ""masyarakat"", ""masih terjadi""],
    ""domain_relevance"": ""HIGH""
}",Wed Jan 31 12:46:07 +0000 2024
265,@alfeeii @Shibanget @fdlhrmdhn @aniesbaswedan @dinkesJKT @DKIJakarta Jakarta jelas mengalami penurunan permukaan tanah..kalau tidak ada komitmen dan ketegasan dari berbagai pemangku kekuasaan maka bisa dipastikan akan jadi lautan kedepannya. Saya kira kalau muji muji hasil gubernur a dan b saja ga fair. Apalagi claim sepihak.,jakarta jelas mengalami penurunan permukaan tanahkalau tidak ada komitmen dan ketegasan dari berbagai pemangku kekuasaan maka bisa dipastikan akan jadi lautan kedepannya saya kira kalau muji muji hasil gubernur dan saja ga fair apalagi claim sepihak,NEGATIVE,0.95,"The tweet expresses concern about Jakarta's subsidence due to the lack of commitment and firmness from various authorities. It implies a fear of Jakarta becoming a sea in the future, indicating a negative sentiment. The keywords 'penurunan permukaan tanah' (land subsidence), 'tidak ada komitmen', and 'kedepannya lautan' (future sea) support this classification.","['penurunan permukaan tanah', 'tidak ada komitmen', 'kedepannya lautan']",HIGH,1.0,[],JSON,"{
    ""sentiment"": ""NEGATIVE"",
    ""confidence"": 0.95,
    ""reasoning"": ""The tweet expresses concern about Jakarta's subsidence due to the lack of commitment and firmness from various authorities. It implies a fear of Jakarta becoming a sea in the future, indicating a negative sentiment. The keywords 'penurunan permukaan tanah' (land subsidence), 'tidak ada komitmen', and 'kedepannya lautan' (future sea) support this classification."",
    ""keywords_detected"": [""penurunan permukaan tanah"", ""tidak ada komitmen"", ""kedepannya lautan""],
    ""domain_relevance"": ""HIGH""
}",Mon Jan 29 12:36:36 +0000 2024
266,@mledukjon @Shibanget @fdlhrmdhn @aniesbaswedan @dinkesJKT @DKIJakarta Ok kalo gitu bad wording dari gw yah? My apologize https://t.co/eR6QTNSvjj,ok kalo gitu bad wording dari gw yah my apologize,NEUTRAL,0.95,"The tweet 'ok kalo gitu bad wording dari gw yah my apologize' does not express a clear positive or negative sentiment. It's an apology for a poorly worded statement, indicating a neutral stance without expressing approval or disapproval towards the issue of Jakarta's land subsidence.","['apologize', 'bad wording']",LOW,1.0,[],JSON,"{
    ""sentiment"": ""NEUTRAL"",
    ""confidence"": 0.95,
    ""reasoning"": ""The tweet 'ok kalo gitu bad wording dari gw yah my apologize' does not express a clear positive or negative sentiment. It's an apology for a poorly worded statement, indicating a neutral stance without expressing approval or disapproval towards the issue of Jakarta's land subsidence."",
    ""keywords_detected"": [""apologize"", ""bad wording""],
    ""domain_relevance"": ""LOW""
}",Mon Jan 29 03:14:01 +0000 2024
267,@ronaaje Oh trus klo Jakarta tenggelam krn penurunan muka tanah atau Gunung Anak Krakatau meletus baru pindah ibukota? PEMIKIRAN KONYOL.,oh trus klo jakarta tenggelam krn penurunan muka tanah atau gunung anak krakatau meletus baru pindah ibukota pemikiran konyol,NEGATIVE,0.95,"The tweet expresses a negative sentiment due to the mention of Jakarta 'tenggelam' (submerged) and the hypothetical scenario of having to move the capital, which implies dissatisfaction and concern about the severity of land subsidence. The term 'pindah ibukota' (move the capital) suggests a drastic and negative response to the issue.","['tenggelam', 'pindah ibukota']",HIGH,1.0,[],JSON,"{
    ""sentiment"": ""NEGATIVE"",
    ""confidence"": 0.95,
    ""reasoning"": ""The tweet expresses a negative sentiment due to the mention of Jakarta 'tenggelam' (submerged) and the hypothetical scenario of having to move the capital, which implies dissatisfaction and concern about the severity of land subsidence. The term 'pindah ibukota' (move the capital) suggests a drastic and negative response to the issue."",
    ""keywords_detected"": [""tenggelam"", ""pindah ibukota""],
    ""domain_relevance"": ""HIGH""
}",Mon Jan 29 03:13:35 +0000 2024
268,@mellocholicc @ronaaje Jakarta itu ga padat dan IKN bukan solusi tenggelamnya Jakarta. Dengan laju penurunan muka tanah hingga 3-5 cm per tahun berpindahnya ASN ke ibukota baru gaakan ngasih pengaruh banyak ke turunya permukaan tanah jakarta. Karena penurunan mayoritas akibat gedung2 korporasi,jakarta itu ga padat dan ikn bukan solusi tenggelamnya jakarta dengan laju penurunan muka tanah hingga cm per tahun berpindahnya asn ke ibukota baru gaakan ngasih pengaruh banyak ke turunya permukaan tanah jakarta karena penurunan mayoritas akibat gedung korporasi,NEGATIVE,0.95,"The tweet expresses a negative sentiment towards the effectiveness of relocating Industrial Karya Nusantara (IKN) as a solution to Jakarta's subsidence issue. It highlights skepticism about the significant impact of moving IKN on reducing land subsidence, given the continuous land sinking at a rate of centimeters per year due to the weight of corporate buildings. This reflects criticism of the government's handling of the subsidence problem and pessimism about long-term solutions.","['jakarta', 'ga padat', 'ikn', 'bukan solusi', 'tenggelamnya jakarta', 'penurunan muka tanah', 'gedung korporasi']",HIGH,1.0,[],JSON,"{
    ""sentiment"": ""NEGATIVE"",
    ""confidence"": 0.95,
    ""reasoning"": ""The tweet expresses a negative sentiment towards the effectiveness of relocating Industrial Karya Nusantara (IKN) as a solution to Jakarta's subsidence issue. It highlights skepticism about the significant impact of moving IKN on reducing land subsidence, given the continuous land sinking at a rate of centimeters per year due to the weight of corporate buildings. This reflects criticism of the government's handling of the subsidence problem and pessimism about long-term solutions."",
    ""keywords_detected"": [""jakarta"", ""ga padat"", ""ikn"", ""bukan solusi"", ""tenggelamnya jakarta"", ""penurunan muka tanah"", ""gedung korporasi""],
    ""domain_relevance"": ""HIGH""
}",Sun Jan 28 10:17:01 +0000 2024
269,@agnesmr @ronaaje Yg diambil dari jakarta berapa% buat ditempatin di ikn kalo alasanya jakarta ambles ga mutu banget liat sidoarjo porong yg tanah dikeluarkan buktinya aman aja,yg diambil dari jakarta berapa buat ditempatin di ikn kalo alasanya jakarta ambles ga mutu banget liat sidoarjo porong yg tanah dikeluarkan buktinya aman aja,NEGATIVE,0.85,"The tweet expresses concern about the quality of land being relocated to Ikn from Jakarta, mentioning issues like 'ambles ga mutu' (not good quality) and 'porong' (porous), indicating dissatisfaction with the relocation process and the condition of the land.","['jakarta', 'diambil', 'ditempatin', 'ikn', 'alasanya', 'ambles', 'ga mutu', 'porong', 'tanah']",HIGH,1.0,[],JSON,"{
    ""sentiment"": ""NEGATIVE"",
    ""confidence"": 0.85,
    ""reasoning"": ""The tweet expresses concern about the quality of land being relocated to Ikn from Jakarta, mentioning issues like 'ambles ga mutu' (not good quality) and 'porong' (porous), indicating dissatisfaction with the relocation process and the condition of the land."",
    ""keywords_detected"": [""jakarta"", ""diambil"", ""ditempatin"", ""ikn"", ""alasanya"", ""ambles"", ""ga mutu"", ""porong"", ""tanah""],
    ""domain_relevance"": ""HIGH""
}",Sun Jan 28 07:34:34 +0000 2024
270,inflasi selama 10 tahun. Mesir juga gitu. Yang masih jadi pertanyaan gue disini adalah apabila salah satu alasan pemindahan ibukota karena Jakarta terancam tenggelam apakah tidak ada suatu teknologi yang memungkinkan perlambatan penurunan muka tanah? Apakah apa,inflasi selama tahun mesir juga gitu yang masih jadi pertanyaan gue disini adalah apabila salah satu alasan pemindahan ibukota karena jakarta terancam tenggelam apakah tidak ada suatu teknologi yang memungkinkan perlambatan penurunan muka tanah apakah apa,NEUTRAL,0.95,"The tweet primarily presents a factual question about the possibility of slowing down Jakarta's land subsidence, rather than expressing a clear positive or negative sentiment. It inquires about technological solutions to delay the subsidence, indicating a neutral stance without overt approval or disapproval.","['inflasi', 'Mesir', 'pemindahan ibukota', 'tenggelam', 'teknologi', 'perlambatan']",HIGH,1.0,[],JSON,"{
    ""sentiment"": ""NEUTRAL"",
    ""confidence"": 0.95,
    ""reasoning"": ""The tweet primarily presents a factual question about the possibility of slowing down Jakarta's land subsidence, rather than expressing a clear positive or negative sentiment. It inquires about technological solutions to delay the subsidence, indicating a neutral stance without overt approval or disapproval."",
    ""keywords_detected"": [""inflasi"", ""Mesir"", ""pemindahan ibukota"", ""tenggelam"", ""teknologi"", ""perlambatan""],
    ""domain_relevance"": ""HIGH""
}",Sun Jan 28 04:42:37 +0000 2024
271,@asrliiiii @UGM_FESS Di Jakarta bnyk cekungan di pinggir jalan krn penurunan tanah terus gotnya kadang ga cukup buat atasi debit pas hujan deres banget. Jd pas hujan itu susah ngalir airnya. Contoh sini ke Priok tempat saya. Dg sumur resapan di jln cepet bgt surutnya banjir dan got gak overload air,di jakarta bnyk cekungan di pinggir jalan krn penurunan tanah terus gotnya kadang ga cukup buat atasi debit pas hujan deres banget jd pas hujan itu susah ngalir airnya contoh sini ke priok tempat saya dg sumur resapan di jln cepet bgt surutnya banjir dan got gak overload air,NEGATIVE,0.95,"The tweet expresses concern about the continuous land subsidence in Jakarta, evidenced by the presence of potholes along roads due to ongoing subsidence. The author mentions the struggle with water flow during heavy rainfall, indicating a problem with the drainage system. This reflects a negative sentiment towards the city's handling of the land subsidence issue.","['cekungan', 'penurunan tanah', 'banjir', 'debit pas hujan', 'sumur resapan']",HIGH,1.0,[],JSON,"{
    ""sentiment"": ""NEGATIVE"",
    ""confidence"": 0.95,
    ""reasoning"": ""The tweet expresses concern about the continuous land subsidence in Jakarta, evidenced by the presence of potholes along roads due to ongoing subsidence. The author mentions the struggle with water flow during heavy rainfall, indicating a problem with the drainage system. This reflects a negative sentiment towards the city's handling of the land subsidence issue."",
    ""keywords_detected"": [""cekungan"", ""penurunan tanah"", ""banjir"", ""debit pas hujan"", ""sumur resapan""],
    ""domain_relevance"": ""HIGH""
}",Sat Jan 27 17:11:35 +0000 2024
272,@fdlhrmdhn @aniesbaswedan @dinkesJKT @DKIJakarta Saya udah nemu video penjelasan pak anies mengenai sumur resapan ini dan efeknya terhadap pengurangan penurunan permukaan tanah di jakarta. Cuma saya gatau dimana udah kebelet di tl saya sendiri.,saya udah nemu video penjelasan pak anies mengenai sumur resapan ini dan efeknya terhadap pengurangan penurunan permukaan tanah di jakarta cuma saya gatau dimana udah kebelet di tl saya sendiri,POSITIVE,0.85,"The tweet expresses curiosity and interest in a video explanation about land subsidence by Pak Anies, indicating a positive sentiment towards seeking information and understanding the issue. This shows an engagement with the problem and a constructive approach, aligning with the 'Apresiasi progress infrastruktur anti-banjir' (appreciation of anti-flood infrastructure progress) and 'Harapan terhadap teknologi penanganan land subsidence' (hope for land subsidence technology solutions) in the positive sentiment category.","['video', 'penjelasan', 'pak anies', 'sumur resapan', 'pengurangan penurunan permukaan tanah', 'jakarta']",HIGH,1.0,[],JSON,"{
    ""sentiment"": ""POSITIVE"",
    ""confidence"": 0.85,
    ""reasoning"": ""The tweet expresses curiosity and interest in a video explanation about land subsidence by Pak Anies, indicating a positive sentiment towards seeking information and understanding the issue. This shows an engagement with the problem and a constructive approach, aligning with the 'Apresiasi progress infrastruktur anti-banjir' (appreciation of anti-flood infrastructure progress) and 'Harapan terhadap teknologi penanganan land subsidence' (hope for land subsidence technology solutions) in the positive sentiment category."",
    ""keywords_detected"": [""video"", ""penjelasan"", ""pak anies"", ""sumur resapan"", ""pengurangan penurunan permukaan tanah"", ""jakarta""],
    ""domain_relevance"": ""HIGH""
}",Sat Jan 27 07:48:49 +0000 2024
273,@fdlhrmdhn @aniesbaswedan @dinkesJKT @DKIJakarta kak bisa nonton anies dan ahok membahas permasahalan jakarta di channel youtube official NET. anies mengutamakan bagaimana caranya air itu masuk ke dalam tanah sehingga ga cuma berpindah tempat. tanah jakarta jg beda (susah menyerap air) makanya ada penurunan permuakan tanah-,kak bisa nonton anies dan ahok membahas permasahalan jakarta di channel youtube official net anies mengutamakan bagaimana caranya air itu masuk ke dalam tanah sehingga ga cuma berpindah tempat tanah jakarta jg beda susah menyerap air makanya ada penurunan permuakan tanah,POSITIVE,0.85,"The tweet discusses the technical aspect of how water seeps into the soil in Jakarta, emphasizing the complexity of the subsidence issue rather than expressing fear or criticism. It subtly acknowledges the government's efforts by implying the need for advanced solutions (like Anies and Ahok's YouTube discussion on the topic), which can be interpreted as a form of constructive support for ongoing efforts to address the problem.","['nonton', 'anies', 'ahok', 'permasalahan', 'jakarta', 'cara', 'air', 'masuk', 'tanah', 'solusi']",HIGH,1.0,[],JSON,"{
    ""sentiment"": ""POSITIVE"",
    ""confidence"": 0.85,
    ""reasoning"": ""The tweet discusses the technical aspect of how water seeps into the soil in Jakarta, emphasizing the complexity of the subsidence issue rather than expressing fear or criticism. It subtly acknowledges the government's efforts by implying the need for advanced solutions (like Anies and Ahok's YouTube discussion on the topic), which can be interpreted as a form of constructive support for ongoing efforts to address the problem."",
    ""keywords_detected"": [""nonton"", ""anies"", ""ahok"", ""permasalahan"", ""jakarta"", ""cara"", ""air"", ""masuk"", ""tanah"", ""solusi""],
    ""domain_relevance"": ""HIGH""
}",Sat Jan 27 07:20:45 +0000 2024
274,@fdlhrmdhn @aniesbaswedan @dinkesJKT @DKIJakarta Orang2 protes jakarta tenggelam. Tau tenggelam karna apa? Selain air laut naik tanah jakarta ambles karna air tanahnya hilang itu airnya dimasukin ke tanah biar ngga makin tenggelam dan sudah terbukti dari 2016 sampe 2020 ada pelambatan penurunan permukaan tanah,orang protes jakarta tenggelam tau tenggelam karna apa selain air laut naik tanah jakarta ambles karna air tanahnya hilang itu airnya dimasukin ke tanah biar ngga makin tenggelam dan sudah terbukti dari sampe ada pelambatan penurunan permukaan tanah,NEGATIVE,0.85,"The tweet expresses concern about Jakarta's subsidence, attributing it to rising sea levels and loss of groundwater, which leads to land compression. This reflects a negative sentiment due to the worries about the city's sinking and the ineffectiveness of current measures to counteract this issue.","['protes', 'tenggelam', 'air laut naik', 'tanah Jakarta', 'hilang air tanah', 'penurunan permukaan tanah']",HIGH,1.0,[],JSON,"{
    ""sentiment"": ""NEGATIVE"",
    ""confidence"": 0.85,
    ""reasoning"": ""The tweet expresses concern about Jakarta's subsidence, attributing it to rising sea levels and loss of groundwater, which leads to land compression. This reflects a negative sentiment due to the worries about the city's sinking and the ineffectiveness of current measures to counteract this issue."",
    ""keywords_detected"": [""protes"", ""tenggelam"", ""air laut naik"", ""tanah Jakarta"", ""hilang air tanah"", ""penurunan permukaan tanah""],
    ""domain_relevance"": ""HIGH""
}",Sat Jan 27 05:50:42 +0000 2024
275,Perhitungan desain awal (pre-design) proyek tanggul laut raksasa atau Giant Sea Wall untuk mengatasi penurunan muka tanah di Jakarta diperkirakan akan menelan dana sebesar Rp58 triliun. Segenting Apa Proyek Giant Sea Wall? Apakah solusi palsu masalah krisis iklim? Apakah proyek https://t.co/gedkWIcz5O,perhitungan desain awal predesign proyek tanggul laut raksasa atau giant sea wall untuk mengatasi penurunan muka tanah di jakarta diperkirakan akan menelan dana sebesar rp triliun segenting apa proyek giant sea wall apakah solusi palsu masalah krisis iklim apakah proyek,NEUTRAL,0.95,"The tweet discusses the proposed giant seawall project to combat Jakarta's land subsidence, presenting it as a factual statement rather than expressing positive or negative sentiment. It poses questions about the project's effectiveness and cost, indicating a neutral, analytical stance.","['perhitungan', 'desain awal', 'proyek tanggul laut raksasa', 'penurunan muka tanah', 'dana sebesar rp triliun']",HIGH,1.0,[],JSON,"{
    ""sentiment"": ""NEUTRAL"",
    ""confidence"": 0.95,
    ""reasoning"": ""The tweet discusses the proposed giant seawall project to combat Jakarta's land subsidence, presenting it as a factual statement rather than expressing positive or negative sentiment. It poses questions about the project's effectiveness and cost, indicating a neutral, analytical stance."",
    ""keywords_detected"": [""perhitungan"", ""desain awal"", ""proyek tanggul laut raksasa"", ""penurunan muka tanah"", ""dana sebesar rp triliun""],
    ""domain_relevance"": ""HIGH""
}",Tue Jan 23 09:47:46 +0000 2024
